SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
4397,Naresh Kumar .R,VELLORE,Tamil Nadu Ilangyar Katchi,0,Others,"Rs 1,22,021","Rs 0, "
4398,Naresh Kumar Atal,TONK SAWAI MADHOPUR,Ambedkarite Party of India,0,Graduate Professional,"Rs 3,00,000","Rs 0, "
4399,Naresh Kumar Dahriya,JANJGIR CHAMPA,Rashtriya Gondvana Party,0,Post Graduate,"Rs 6,81,713","Rs 0, "
4400,Naresh Kumar Poojala,RAJAMPET,IND,0,Others,"Rs 73,786","Rs 0, "
4401,Naresh Kumar Saini,MORADABAD,IND,0,Literate,"Rs 8,80,000","Rs 0, "
4402,Naresh Mahadev Ghughane,YAVATMAL WASHIM,IND,0,8th Pass,"Rs 7,25,000","Rs 4,00,000, "
4403,Naresh Makwana,SURENDRANAGAR,IND,0,12th Pass,"Rs 3,77,300","Rs 0, "
4404,Naresh Naranbhai Maheshwari,KACHCHH,INC,0,Graduate,"Rs 38,13,627","Rs 1,44,294, "
4405,Naresh Prasad,NAWADA,IND,,Literate,"Rs 1,40,000","Rs 0, "
4406,Naresh Ram,VAISHALI,SUCI(C),0,12th Pass,"Rs 28,300","Rs 0, "
4407,Naresh Yadav,BANKA,IND,0,Literate,"Rs 21,47,807","Rs 90,000, "
4408,Naresh Yadav,AURANGABAD,BSP,,Literate,"Rs 1,26,74,177","Rs 8,24,000, "
4409,Nareshkumar Rameshbhai Patel,SABARKANTHA,Bharatiya National Janta Dal,0,10th Pass,"Rs 6,12,000","Rs 2,50,000, "
4410,Narinder Singh,ANANDPUR SAHIB,AAP,,Post Graduate,"Rs 25,57,12,677","Rs 2,36,67,368, "
4411,Narsaiah Gunda,NIZAMABAD,IND,0,5th Pass,"Rs 5,35,279","Rs 0, "
4412,Narsareddy Pannala,NIZAMABAD,IND,0,10th Pass,"Rs 17,91,531","Rs 2,50,000, "
4413,Narukara Gopi,WAYANAD,IND,,12th Pass,"Rs 79,76,000","Rs 8,00,000, "
4414,Narveer,SHAHJAHANPUR,Pragatishil Samajwadi Party (Lohia),0,Graduate,"Rs 1,04,61,208","Rs 3,00,000, "
4415,Nasar K,CHENNAI CENTRAL,IND,0,10th Pass,"Rs 1,92,000","Rs 0, "
4416,Naseer,VELLORE,IND,0,10th Pass,"Rs 1,75,000","Rs 0, "
4417,Nasim Khan Rauf Khan,DHULE,IND,0,5th Pass,"Rs 3,90,000","Rs 0, "
4418,Nasimuddin Siddqui,BIJNOR,INC,,Graduate Professional,"Rs 13,07,39,688","Rs 0, "
4419,Nasir Ali,SULTANPUR,Bharat Prabhat Party,,12th Pass,"Rs 1,05,70,383","Rs 80,000, "
4420,Nasir Ali Khan,MEERUT,Pragatishil Samajwadi Party (Lohia),0,Others,"Rs 1,12,76,488","Rs 3,63,223, "
4421,Nasir Khan,SATNA,IND,0,5th Pass,"Rs 31,300","Rs 0, "
4422,Nasmul Hoque,MALDAHA DAKSHIN,Party for Democratic Socialism,0,10th Pass,"Rs 52,000","Rs 0, "
4423,Nasrulla,CHIKKBALLAPUR,IND,0,Literate,"Rs 17,000","Rs 0, "
4424,Natarajan A,ERODE,IND,0,8th Pass,"Rs 6,50,000","Rs 0, "
4425,Natarajan M,NAMAKKAL,IND,0,8th Pass,"Rs 1,43,30,000","Rs 16,81,105, "
4426,Natarajan.C,SALEM,IND,0,Graduate Professional,"Rs 2,12,12,365","Rs 37,50,000, "
4427,Natarajan.N.R,THANJAVUR,Tamil Maanila Congress (Moopanar),0,Graduate Professional,"Rs 15,22,93,009","Rs 3,05,42,133, "
4428,Nathanshah Kawret,CHHINDWARA,BJP,0,10th Pass,"Rs 90,06,200","Rs 2,36,000, "
4429,Nathu Ram,AMETHI,Janvadi Party(Socialist),0,12th Pass,"Rs 9,18,000","Rs 0, "
4430,Nathuram Bhaguram Hate,RAIGAD,Bahujan Mukti Party,0,10th Pass,"Rs 91,46,178","Rs 8,40,000, "
4431,Natta Bavanna,NIZAMABAD,IND,0,10th Pass,"Rs 1,75,000","Rs 0, "
4432,Natthu Madhav Lokhande,RAMTEK,IND,0,Doctorate,"Rs 99,20,000","Rs 0, "
4433,Natvarbhai Dahyabhai Mahyavanshi,SURAT,IND,0,Graduate Professional,"Rs 10,54,000","Rs 0, "
4434,Navajyoti Patnaik,BALASORE,INC,0,Graduate Professional,"Rs 1,04,20,05,000","Rs 1,07,95,82,000, "
4435,Naval Kishor Rathiya,RAIGARH,IND,0,Graduate Professional,"Rs 1,74,000","Rs 0, "
4436,Navanit,SOUTH DELHI,National Youth Party,,Post Graduate,"Rs 94,043","Rs 11,50,000, "
4437,Naveen,NORTH WEST DELHI,IND,0,12th Pass,"Rs 43,75,000","Rs 0, "
4438,Naveen Jatav,VIDISHA,IND,0,10th Pass,"Rs 33,13,000","Rs 7,00,000, "
4439,Naveen Kumar,NEW DELHI,Rashtriya Samrasta Party,0,Graduate Professional,"Rs 76,06,632","Rs 86,034, "
4440,Naveen Kumar Singh,SUPAUL,Bihar Lok Nirman Dal,0,Literate,"Rs 49,41,000","Rs 0, "
4441,Naveen Kumar. S,BELLARY,Bharat Prabhat Party,0,Graduate,"Rs 8,37,500","Rs 5,00,000, "
4442,Navin,JAUNPUR,Voters Party International,0,Graduate,"Rs 10,21,950","Rs 0, "
4443,Navin Chandra Das,WEST DELHI,IND,0,Graduate,"Rs 80,44,000","Rs 12,80,000, "
4444,Navin Gupta,RAIPUR,IND,0,10th Pass,"Rs 7,13,74,199","Rs 2,06,58,188, "
4445,Navin Jaihind,FARIDABAD,AAP,,Doctorate,"Rs 6,45,550","Rs 0, "
4446,Navin Kumar,UJIARPUR,BSP,0,Post Graduate,"Rs 76,96,000","Rs 9,80,000, "
4447,Navinchandra Bhalchandra Bandivadekar,RATNAGIRI SINDHUDURG,INC,0,10th Pass,"Rs 12,45,20,857","Rs 1,68,20,672, "
4448,Navnath Bhimrao Patil,MADHA,Hindusthan Praja Paksha,,Graduate,"Rs 93,27,127","Rs 1,85,000, "
4449,Navnath Vishwanath Dudhal,MAVAL,IND,0,Post Graduate,"Rs 1,39,05,000","Rs 18,00,000, "
4450,Navneet Agarwal,NAINITAL-UDHAMSINGH NAGAR,BSP,0,Graduate Professional,"Rs 8,84,43,578","Rs 3,53,52,263, "
4451,Navneet Ravi Rana,AMRAVATI,IND,,10th Pass,"Rs 12,45,54,656","Rs 7,05,76,979, "
4452,Nawab Ali,CHANDIGARH,Rashtriya Lokswaraj Party,0,8th Pass,"Rs 4,92,000","Rs 0, "
4453,Nawab Gul Chaman Sherwani,FATEHPUR SIKRI,VANCHITSAMAJ INSAAF PARTY,,8th Pass,"Rs 37,255","Rs 0, "
4454,Nawaz Dilber,BANGALORE CENTRAL,Karnataka Karmikara Paksha,0,10th Pass,"Rs 11,00,000","Rs 13,000, "
4455,Nayab Singh,KURUKSHETRA,BJP,0,Graduate Professional,"Rs 3,57,85,621","Rs 57,20,000, "
4456,Nayakara Ramappa,BELLARY,Indian Labour Party (Ambedkar Phule),0,Post Graduate,"Rs 9,10,000","Rs 0, "
4457,Nazia Yasmin Mazumdar,SILCHAR,NPP,0,Graduate Professional,"Rs 1,11,72,625","Rs 16,80,213, "
4458,Nazir Ahmad Lone,SRINAGAR,Rashtriya Jankranti Party,0,8th Pass,"Rs 62,00,000","Rs 18,00,000, "
4459,Nazir Ahmad Sofi,SRINAGAR,Manvadhikar National Party,0,10th Pass,"Rs 42,70,000","Rs 1,50,000, "
4460,Nazir Ahmed,CHIKKBALLAPUR,Karnataka Karmikara Paksha,0,10th Pass,"Rs 75,37,378","Rs 0, "
4461,Nazmin Shaikh Ramjan,RAVER,IND,0,8th Pass,Nil,"Rs 0, "
4462,Nazmul Haque Laskar,SILCHAR,IND,0,10th Pass,"Rs 5,19,748","Rs 0, "
4463,Neel Justin Beck,KHUNTI,Bharatiya Minorities Suraksha Mahasangh,,12th Pass,"Rs 2,58,000","Rs 1,32,000, "
4464,Neel Kumar,MUZAFFARNAGAR,IND,0,Post Graduate,"Rs 65,87,000","Rs 0, "
4465,Neelam Kumari,KARAKAT,IND,,Graduate Professional,"Rs 4,36,29,000","Rs 15,00,000, "
4466,Neelam Sonker,LALGANJ,BJP,,Post Graduate,"Rs 4,66,88,371","Rs 45,50,000, "
4467,Neelkanth Mahadev Patil,BELGAUM,IND,0,12th Pass,"Rs 4,08,01,000","Rs 7,25,000, "
4468,Neelu Devi,BANKA,Bhartiya Dalit Party,0,8th Pass,"Rs 37,52,672","Rs 0, "
4469,Neena Mittal,PATIALA,AAP,0,Graduate,"Rs 6,50,98,945","Rs 1,78,76,777, "
4470,Neeraj Hembrom,RAJMAHAL,AIFB,0,Graduate,"Rs 2,35,88,789","Rs 25,08,000, "
4471,Neeraj Kumar Pasi Advocate,AKBARPUR,Justice Party,0,Graduate Professional,"Rs 40,50,471","Rs 0, "
4472,Neeru Mongia,EAST DELHI,PRISM Party,0,Graduate Professional,"Rs 2,13,70,288","Rs 19,80,000, "
4473,Neeru Ram Kapri,RAJSAMAND,IND,0,Graduate,"Rs 57,45,888","Rs 9,78,024, "
4474,"Neeruguttu Nagesh, M.A., Philosophy",TIRUPATI,Janapaalana Party (Democratic),0,Post Graduate,"Rs 13,38,000","Rs 1,80,000, "
4475,Neetu,JALANDHAR,IND,0,Illiterate,"Rs 3,00,000","Rs 4,00,000, "
4476,Nemilla Linga Reddy,NIZAMABAD,IND,0,5th Pass,"Rs 5,86,000","Rs 2,37,000, "
4477,Nepal Mahata,PURULIA,INC,,Post Graduate,"Rs 53,30,178","Rs 6,09,500, "
4478,Nepaldeb Bhattacharya,DUM DUM,CPI(M),,Graduate,"Rs 77,43,732","Rs 0, "
4479,Nethavath Ramdas,ADILABAD,IND,0,Literate,Nil,"Rs 0, "
4480,Niamathulla,ERNAKULAM,BSP,0,Graduate,"Rs 1,49,86,063","Rs 21,00,000, "
4481,Nidhi Kansal,CHANDIGARH,IND,0,Post Graduate,"Rs 91,17,000","Rs 0, "
4482,Nihal Chand,GANGANAGAR,BJP,0,Graduate,"Rs 2,10,14,362","Rs 36,31,287, "
4483,Niharika Prakashchandra Khondalay,MUMBAI NORTH EAST,Vanchit Bahujan Aaghadi,0,Graduate,"Rs 29,27,285","Rs 32,490, "
4484,Nikhil,THRISSUR,BSP,0,Graduate,"Rs 1,13,066","Rs 0, "
4485,Nikhil Kumaraswamy,MANDYA,JD(S),0,Graduate,"Rs 74,00,87,761","Rs 35,36,29,176, "
4486,Nikhil Ranjan Das,KARIMGANJ,Hindusthan Nirman Dal,0,10th Pass,"Rs 10,00,000","Rs 0, "
4487,Nikhil Umesh Zingade,PUNE,Bharatiya Praja Surajya Paksha,0,Post Graduate,"Rs 27,50,000","Rs 23,00,000, "
4488,Nilam Devi,MUNGER,INC,,Literate,"Rs 62,16,59,689","Rs 21,46,10,632, "
4489,Nilanjan Banerjee,NEW DELHI,Bharat Lok Sewak Party,0,12th Pass,"Rs 60,000","Rs 0, "
4490,Nilanjan Roy,DIAMOND HARBOUR,BJP,,Post Graduate,"Rs 45,59,455","Rs 9,35,601, "
4491,Nilesh Anandrao Patil,AMRAVATI,Ambedkarite Party of India,0,12th Pass,"Rs 5,99,000","Rs 0, "
4492,Nilesh Bhikaji Bhatade,RATNAGIRI SINDHUDURG,IND,0,Graduate,"Rs 3,16,000","Rs 0, "
4493,Nilesh Damor,RATLAM,IND,0,Graduate,"Rs 89,198","Rs 0, "
4494,Nilesh Narayan Rane,RATNAGIRI SINDHUDURG,Maharashtra Swabhimaan Paksh,,Doctorate,"Rs 25,41,41,202","Rs 7,63,63,728, "
4495,Nilesh Ramchandra Kudtarkar,MUMBAI NORTH EAST,IND,0,10th Pass,"Rs 90,000","Rs 0, "
4496,Nilima Nitin Bhatkar,AMRAVATI,Peoples Party of India (Democratic),0,Graduate Professional,"Rs 1,22,49,199","Rs 43,00,000, "
4497,Nimai Besara	,MALDAHA UTTAR,IND,0,Illiterate,"Rs 27,227","Rs 1,10,000, "
4498,Nimbaram,JALORE,IND,0,8th Pass,"Rs 92,000","Rs 0, "
4499,Nimesh Patel (Kamrol),VADODARA,IND,0,Graduate,"Rs 26,79,190","Rs 30,22,000, "
4500,Nimesh Shukla,PATNA SAHIB,IND,0,Post Graduate,"Rs 14,85,500","Rs 4,32,437, "
4501,Nimish Sariyam,BETUL,IND,,Graduate,"Rs 1,58,000","Rs 0, "
4502,Ningappa B D,MYSORE,IND,0,10th Pass,"Rs 9,26,000","Rs 1,00,000, "
4503,Niraj Agarwal,KOLKATA DAKSHIN,IND,0,Graduate Professional,"Rs 84,25,894","Rs 0, "
4504,Niranjan Nayak,RAICHUR,Uttama Prajaakeeya Party,0,Graduate Professional,"Rs 13,000","Rs 0, "
4505,Niranjana A D Cheelangi,CHITRADURGA,Ambedkar Samaj Party,0,Post Graduate,"Rs 4,21,700","Rs 35,000, "
4506,Nirapada Modak,KRISHNANAGAR,IND,,8th Pass,"Rs 1,47,73,838","Rs 50,000, "
4507,Nirmal Khatri,FAIZABAD,INC,,Doctorate,"Rs 1,44,59,169","Rs 4,09,256, "
4508,Nirmal Kumar Roy,COOCH BEHAR,IND,0,Graduate,"Rs 25,10,000","Rs 0, "
4509,Nirmal Majhi,BARDHAMAN PURBA,SUCI(C),0,12th Pass,"Rs 19,324","Rs 0, "
4510,Nirmal Singh,SIRSA,Jannayak Janta Party,0,12th Pass,"Rs 18,05,374","Rs 0, "
4511,Nirmal Singh,KURUKSHETRA,INC,,Graduate,"Rs 12,63,85,687","Rs 7,04,496, "
4512,Nirmala Devi,SASARAM,Pragatishil Samajwadi Party (Lohia),0,Literate,"Rs 1,72,000","Rs 0, "
4513,Nirmala Prajapati,SIDHI,Akhil Bhartiya Gondwana Party,0,Literate,"Rs 84,19,799","Rs 55,000, "
4514,Nirode Chandra Adhikary,DARJEELING,IND,0,12th Pass,"Rs 11,10,777","Rs 0, "
4515,Nirupam Chakma,MIZORAM,BJP,0,Graduate Professional,"Rs 1,56,55,480","Rs 10,16,188, "
4516,Nisar Ahemad,BEED,IND,0,10th Pass,"Rs 2,20,000","Rs 0, "
4517,Nisar Ahmad Wani,ANANTNAG,Jammu & Kashmir National Panthers Party,0,10th Pass,"Rs 30,000","Rs 0, "
4518,Nisha,AKBARPUR,BSP,0,Post Graduate,"Rs 13,44,48,979","Rs 1,36,19,617, "
4519,Nisha Katoch,KANGRA,IND,0,Graduate Professional,"Rs 26,33,000","Rs 18,00,000, "
4520,Nishikant Dubey,GODDA,BJP,,Doctorate,"Rs 46,27,57,500","Rs 0, "
4521,Nita Devi,NALANDA,IND,0,12th Pass,"Rs 7,64,54,511","Rs 4,88,000, "
4522,Niteen Dhondiba Anandache,BELGAUM,IND,0,Graduate Professional,"Rs 5,70,169","Rs 0, "
4523,Nitesh Anandrao Dongre,CHANDRAPUR,Ambedkarite Party of India,0,12th Pass,"Rs 1,24,000","Rs 1,25,000, "
4524,Nitesh Damor,BANSWARA,IND,0,Graduate Professional,"Rs 30,811","Rs 0, "
4525,Nitesh Ganga Deb,SAMBALPUR,BJP,,12th Pass,"Rs 26,95,43,587","Rs 1,03,37,195, "
4526,Nitesh Kumar Ratre,JANJGIR CHAMPA,Sunder Samaj Party,0,12th Pass,"Rs 1,19,500","Rs 0, "
4527,Nitin,KURUKSHETRA,Aapki Apni Party (Peoples),,10th Pass,"Rs 3,22,000","Rs 0, "
4528,Nitin Baburao Khare,DHULE,IND,0,Post Graduate,"Rs 1,35,000","Rs 0, "
4529,Nitin Jairam Gadkari,NAGPUR,BJP,,Graduate Professional,"Rs 18,79,16,075","Rs 4,07,29,055, "
4530,Nitin Mohan,BAREILLY,IND,0,Post Graduate,"Rs 3,59,091","Rs 0, "
4531,Nitin Muralidhar Kuchekar,SHIRUR,Bharat Prabhat Party,0,Graduate,"Rs 11,500","Rs 97,70,000, "
4532,Nitin Pralhad Kandelkar,RAVER,Vanchit Bahujan Aaghadi,0,12th Pass,"Rs 89,01,000","Rs 44,50,000, "
4533,Nitin Verma,DEWAS,IND,0,12th Pass,"Rs 45,16,808","Rs 4,60,168, "
4534,Nitish Kumar Mandal,MALDAHA UTTAR,BSP,0,Graduate,"Rs 37,27,000","Rs 3,50,000, "
4535,Nitya Das,MALDAHA UTTAR,Aihra National Party,0,12th Pass,"Rs 2,33,600","Rs 1,00,000, "
4536,Nityanand Rai,UJIARPUR,BJP,,Graduate,"Rs 18,70,07,570","Rs 3,57,561, "
4537,Nityanand Singh,JAHANABAD,BSP,,12th Pass,"Rs 3,69,29,975","Rs 6,98,096, "
4538,Nivedita Singh,NAWADA,IND,,Graduate,"Rs 7,14,10,600","Rs 0, "
4539,Niyaran Herenj,KHUNTI,IND,0,Post Graduate,"Rs 19,42,000","Rs 0, "
4540,Nomula Gopal Reddy,NIZAMABAD,IND,0,Post Graduate,"Rs 40,000","Rs 0, "
4541,Nomula Mohan Reddy,NIZAMABAD,IND,0,Illiterate,"Rs 79,26,500","Rs 2,00,000, "
4542,Noor Hassan,GODDA,Rashtriya Samta Party (Secular),0,Graduate,"Rs 20,51,330","Rs 0, "
4543,Noor Hossain Mondal,HOOGHLY,IND,0,Literate,"Rs 12,563","Rs 0, "
4544,Noorali Maheboob Ali Shah,YAVATMAL WASHIM,IND,0,10th Pass,"Rs 2,70,000","Rs 0, "
4545,Noorsed Alam,MALDAHA UTTAR,IND,0,Graduate Professional,"Rs 56,62,250","Rs 1,50,000, "
4546,Nooruddin Aftab Azimuddin Sayyed,MUMBAI NORTH CENTRAL,IND,,8th Pass,"Rs 8,99,830","Rs 2,60,300, "
4547,Noyyal Ramasamy M,KARUR,Tamil Nadu Ilangyar Katchi,0,10th Pass,"Rs 40,61,878","Rs 3,27,700, "
4548,Nripen Das,DHUBRI,Bharatiya National Janta Dal,0,10th Pass,"Rs 60,000","Rs 0, "
4549,Nrusingha Charan Das,PURI,BSP,0,Graduate,"Rs 10,10,000","Rs 4,70,000, "
4550,Nubash Chandra Barman,BALURGHAT,Kamatapur Peoples Party (United),,12th Pass,"Rs 57,21,500","Rs 0, "
4551,Nurul Islam Choudhury,DHUBRI,AITC,0,Graduate Professional,"Rs 66,23,252","Rs 1,20,410, "
4552,Nurullah,BHAGALPUR,IND,0,Graduate,"Rs 1,12,89,304","Rs 0, "
4553,Nusrat Jahan Ruhi,BASIRHAT,AITC,0,12th Pass,"Rs 2,90,88,391","Rs 1,68,81,608, "
4554,Nusrath Jahan,KOZHIKODE,IND,0,Others,"Rs 1,97,02,571","Rs 22,71,406, "
4555,Nutan Singh,MUMBAI NORTH EAST,Aapki Apni Party (Peoples),0,Graduate,"Rs 1,99,000","Rs 68,257, "
4556,Nuthakki Rama Rao,BAPATLA,All India Praja Party,0,Post Graduate,"Rs 7,23,76,055","Rs 0, "
4557,Nyamatulla Shaik,KADAPA,IND,0,Graduate,"Rs 49,09,000","Rs 10,00,000, "
4558,Oghadbhai Mer,SURENDRANAGAR,IND,0,10th Pass,"Rs 21,81,000","Rs 1,30,000, "
4559,Oinam Jugindro Singh,INNER MANIPUR,Manipur Peoples Party,,12th Pass,"Rs 27,31,288","Rs 0, "
4560,Oinam Nabakishore Singh,INNER MANIPUR,INC,,Post Graduate,"Rs 1,78,67,003","Rs 14,01,257, "
4561,Oli Mahammad Mallick,BARASAT,CPI(ML) Red Star,,12th Pass,"Rs 8,25,815","Rs 0, "
4562,Om Birla,KOTA,BJP,,Post Graduate,"Rs 4,83,47,737","Rs 0, "
4563,Om Guru Charandas,ALLAHABAD,Sanatan Sanskriti Raksha Dal,0,10th Pass,"Rs 2,46,707","Rs 0, "
4564,Om Parkash,FARIDKOT,Bhartiya Janraj Party,0,10th Pass,"Rs 61,000","Rs 0, "
4565,Om Parkash,BHIWANI MAHENDRAGARH,SUCI(C),0,Graduate Professional,"Rs 4,31,718","Rs 0, "
4566,Om Prakash Manjhi,GOPALGANJ,Jai Prakash Janata Dal,,Literate,"Rs 26,34,834","Rs 0, "
4567,Om Prakash Mishra,KAISERGANJ,IND,0,Graduate,"Rs 6,80,000","Rs 0, "
4568,Om Prakash Pandey,BALLIA,IND,0,Graduate Professional,"Rs 2,90,707","Rs 0, "
4569,Om Prakash Poddar,JHANJHARPUR,IND,,Post Graduate,"Rs 31,43,831","Rs 0, "
4570,Ombeer Lodhi,MAINPURI,Jan Seva Sahayak Party,0,10th Pass,"Rs 70,90,100","Rs 0, "
4571,Omkar,BARABANKI,Bahujan Mukti Party,0,10th Pass,"Rs 12,80,000","Rs 0, "
4572,Omkar Nath Tiwari,THANE,Hindusthan Nirman Dal,0,Graduate,"Rs 8,41,300","Rs 1,89,156, "
4573,Omprakash,GUNA,IND,0,Others,"Rs 2,36,73,387","Rs 1,18,16,000, "
4574,Omprakash,MATHURA,Swatantra Jantaraj Party,0,Graduate Professional,"Rs 40,000","Rs 0, "
4575,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,OSMANABAD,SHS,,12th Pass,"Rs 5,02,99,295","Rs 1,00,45,858, "
4576,Omprakash Prajapati,KOLKATA UTTAR,BSP,0,12th Pass,"Rs 1,85,381","Rs 0, "
4577,Omprakash Shakya,BHIND,Hindusthan Nirman Dal,,Post Graduate,"Rs 21,12,000","Rs 0, "
4578,Omprakash Shrilal Pal,THANE,IND,,10th Pass,"Rs 32,10,000","Rs 0, "
4579,Omvati Devi,NAGINA,INC,0,10th Pass,"Rs 3,71,58,570","Rs 0, "
4580,Onkar Singh,DEORIA,Samajwadi Samaj Party,0,Post Graduate,"Rs 5,97,93,984","Rs 15,00,000, "
4581,Onkar Singh,KHADOOR SAHIB,IND,0,8th Pass,"Rs 19,30,000","Rs 0, "
4582,Onkaraba Chensing Jadhav,JALGAON,IND,0,12th Pass,"Rs 1,43,000","Rs 0, "
4583,Onkarsingh C Bhatia,BELGAUM,IND,0,10th Pass,"Rs 5,76,20,000","Rs 15,00,000, "
4584,Os Nissar Methar,MALAPPURAM,IND,0,10th Pass,"Rs 30,90,02,654","Rs 11,80,000, "
4585,Ovhal Rahul Raghunath,SHIRUR,Vanchit Bahujan Aaghadi,,8th Pass,"Rs 11,99,794","Rs 60,000, "
4586,P C Thomas,KOTTAYAM,Kerala Congress,,Graduate Professional,"Rs 2,76,43,705","Rs 40,36,712, "
4587,P Govindan,COIMBATORE,BSP,0,10th Pass,"Rs 38,95,500","Rs 0, "
4588,P Jaganathan,TIRUPPUR,Naam Tamilar Katchi,0,10th Pass,"Rs 1,28,62,368","Rs 0, "
4589,P K Sreemathi,KANNUR,CPI(M),,12th Pass,"Rs 2,45,90,760","Rs 0, "
4590,P Keralavarmaraja,THIRUVANANTHAPURAM,Pravasi Nivasi Party,0,Graduate,"Rs 63,00,000","Rs 0, "
4591,P Manikandan,COIMBATORE,Tamil Nadu Ilangyar Katchi,0,12th Pass,"Rs 2,45,000","Rs 0, "
4592,P R Natarajan,COIMBATORE,CPI(M),,12th Pass,"Rs 2,02,84,430","Rs 32,34,168, "
4593,P Radhakrishnan,COIMBATORE,IND,0,10th Pass,"Rs 21,202","Rs 0, "
4594,P Rajeev,ERNAKULAM,CPI(M),,Graduate Professional,"Rs 4,81,74,090","Rs 16,29,133, "
4595,P Rajesh,PALAKKAD,IND,0,8th Pass,"Rs 1,25,000","Rs 0, "
4596,P Sankaran (A.Sekhar),KOZHIKODE,SUCI(C),0,Graduate Professional,"Rs 1,08,85,015","Rs 2,00,000, "
4597,P. C. Mohan,BANGALORE CENTRAL,BJP,0,12th Pass,"Rs 75,55,29,306","Rs 31,25,21,957, "
4598,P. D. Ramanayaka,BELLARY,Republican Party of India (Karnataka),0,10th Pass,"Rs 2,93,970","Rs 3,15,000, "
4599,P. Goutham Prabhu,UDUPI CHIKMAGALUR,SHS,0,10th Pass,"Rs 24,08,385","Rs 7,00,000, "
4600,P. Loganathan,RAMANATHAPURAM,Pragatishil Samajwadi Party (Lohia),0,10th Pass,"Rs 13,000","Rs 0, "
4601,P. Marimuthu,CHENNAI NORTH,IND,0,5th Pass,"Rs 51,64,400","Rs 0, "
4602,P. P. Chaudhary,PALI,BJP,0,Graduate Professional,"Rs 38,51,11,923","Rs 72,78,041, "
4603,P. Parameshwara,UDUPI CHIKMAGALUR,BSP,,Graduate Professional,"Rs 49,94,000","Rs 0, "
4604,P. Prakash,THENI,IND,,Graduate Professional,"Rs 7,38,000","Rs 8,58,667, "
4605,P. Purushotham,CHEVELLA,IND,0,Post Graduate,"Rs 2,33,000","Rs 0, "
4606,P. Raashid Ahmed,VELLORE,IND,0,8th Pass,"Rs 1,60,54,905","Rs 15,00,000, "
4607,P. Radhakrishnan,KANNIYAKUMARI,BJP,0,Graduate Professional,"Rs 7,49,96,453","Rs 0, "
4608,P. Raghavan,KOZHIKODE,IND,0,5th Pass,"Rs 4,83,000","Rs 0, "
4609,P. Ramachandran,CHITTOOR,IND,0,Graduate Professional,"Rs 35,80,500","Rs 23,13,000, "
4610,P. Raveendranath Kumar,THENI,AIADMK,0,Post Graduate,"Rs 6,58,03,231","Rs 3,27,34,079, "
4611,P. Santhana Krishnan,CHENNAI NORTH,IND,0,10th Pass,"Rs 1,42,63,825","Rs 0, "
4612,P. Sreemathi W/O Raveendran,KANNUR,IND,0,8th Pass,"Rs 26,35,987","Rs 9,00,000, "
4613,P. Trilok Tiwari (Trilok Tiwari),JAIPUR,Rashtriya Samta Vikas Party,0,10th Pass,"Rs 2,83,500","Rs 0, "
4614,P.Allikkodi,THENI,Samajwadi Forward Bloc,0,8th Pass,"Rs 1,51,17,000","Rs 27,00,000, "
4615,P.Azhagiri,CHENNAI SOUTH,IND,0,Graduate Professional,"Rs 9,51,363","Rs 0, "
4616,P.C. Kureel,KUSHI NAGAR,Indian National League,,12th Pass,"Rs 2,95,82,528","Rs 5,45,000, "
4617,P.Jaganathan,TIRUPPUR,Rashtriya Samaj Paksha,0,5th Pass,"Rs 15,45,719","Rs 0, "
4618,P.K. Biddappa,MYSORE,Karnataka Praja Party (RaithaParva),0,10th Pass,"Rs 1,26,25,000","Rs 9,80,000, "
4619,P.K.Biju,ALATHUR,CPI(M),0,Doctorate,"Rs 40,83,003","Rs 5,19,379, "
4620,P.Karthikeyan,CHENNAI SOUTH,IND,0,Graduate,"Rs 3,80,407","Rs 0, "
4621,P.P. Suneer,WAYANAD,CPI,0,Post Graduate,"Rs 1,38,15,960","Rs 0, "
4622,P.Rajendhiran,SIVAGANGA,IND,,10th Pass,"Rs 1,66,000","Rs 0, "
4623,P.Ramsagar,ATTINGAL,IND,0,12th Pass,"Rs 5,89,800","Rs 26,510, "
4624,P.S.Ajay Kumar,ANAKAPALLE,CPI(ML)(L),,Post Graduate,"Rs 12,58,000","Rs 0, "
4625,P.Selvaraj,SIVAGANGA,IND,0,10th Pass,"Rs 4,80,000","Rs 1,00,000, "
4626,P.V. Parthasarathi,KURNOOL,BJP,0,Post Graduate,"Rs 29,75,10,890","Rs 6,23,28,052, "
4627,P.V. Srihari,KURNOOL,IND,0,Doctorate,"Rs 2,58,65,207","Rs 59,75,759, "
4628,P.V.Midhun Reddy,RAJAMPET,YSRCP,,Post Graduate,"Rs 66,50,85,701","Rs 20,54,73,477, "
4629,Pa.Ya. Ganesh,KOPPAL,IND,0,Graduate,"Rs 18,95,206","Rs 4,61,484, "
4630,Paarivendhar T R,PERAMBALUR,DMK,,Post Graduate,"Rs 97,27,30,368","Rs 6,59,35,070, "
4631,Paban Singh Ghatowar,DIBRUGARH,INC,0,Graduate,"Rs 5,74,88,181","Rs 0, "
4632,"Pachamuthu, P.",PERAMBALUR,IND,0,5th Pass,"Rs 3,40,000","Rs 0, "
