SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
2968,SATHEESH KUMAR PAMBAN,Cannanore,IND,0,Not Given,"Rs 5,34,547","Rs 5,03,708, "
2969,Satish Biswas,Nabadwip,BSP,0,Post Graduate,"Rs 1,00,000","Rs 0, "
2970,SATISH KUMAR,Aligarh,IND,0,12th Pass,"Rs 11,000","Rs 0, "
2971,SATISH KUMAR,Ongole,IND,0,Post Graduate,"Rs 40,000","Rs 0, "
2972,SATISH KUMAR,Chandni Chowk,IND,0,Graduate Professional,"Rs 55,373","Rs 0, "
2973,SATISH KUMAR,Karol Bagh,IND,0,8th Pass,"Rs 15,000","Rs 0, "
2974,SATISH KUMAR TYAGI,East Delhi,IND,0,Post Graduate,"Rs 83,60,000","Rs 0, "
2975,SATISH POONCHI,Jammu,IND,0,Not Given,"Rs 11,51,000","Rs 81,000, "
2976,SATPAL,Hissar,IND,0,Post Graduate,"Rs 22,48,037","Rs 23,800, "
2977,SATRUDHAN KUMAR PASWAN,Rosera,SP,0,Post Graduate,"Rs 1,24,000","Rs 80,000, "
2978,SATTO MANDAL,Madhepura,IND,0,5th Pass,"Rs 5,81,500","Rs 0, "
2979,SATY NARAYAN,Faizabad,BLKD,0,Not Given,"Rs 4,30,000","Rs 0, "
2980,Satya Brata Mookherjee,Krishnagar,BJP,0,Graduate Professional,"Rs 1,97,39,431","Rs 2,10,000, "
2981,SATYA DEV PACHAURI,Kanpur,BJP,0,Graduate,"Rs 92,66,423","Rs 1,32,540, "
2982,SATYA DEV SINGH,Shahabad,BJP,0,10th Pass,"Rs 1,03,84,335","Rs 1,59,296, "
2983,SATYA NARAYAN RAM,Purnea,IND,0,Graduate,"Rs 7,300","Rs 0, "
2984,SATYA NARAYAN WRITER,Araria,IND,0,Graduate,"Rs 40,000","Rs 0, "
2985,SATYA PAL,Shahjahanpur,IND,0,Not Given,"Rs 56,000","Rs 0, "
2986,SATYA PAL,Sonepat,LJNSP,0,10th Pass,"Rs 20,56,500","Rs 3,12,000, "
2987,SATYA PAL JAIN,Chandigarh,BJP,0,Post Graduate,"Rs 2,15,31,861","Rs 4,68,108, "
2988,SATYA PAL SINGH,Karol Bagh,BSP,0,Post Graduate,"Rs 1,25,61,000","Rs 0, "
2989,SATYA PAL SINGH YADAV,Shahjahanpur,BSP,0,Not Given,"Rs 56,000","Rs 0, "
2990,SATYA PRAKASH MALVIYA,Allahabad,INC,0,Post Graduate,"Rs 69,18,867","Rs 0, "
2991,SATYA RANI SHARMA,East Delhi,BRPP,0,Not Given,"Rs 12,51,000","Rs 0, "
2992,SATYADEV KATARE,Bhind,INC,,Post Graduate,"Rs 67,73,996","Rs 2,75,387, "
2993,SATYANARAYANA MACHIRAJU,Visakhapatnam,IND,0,Graduate,"Rs 72,20,000","Rs 0, "
2994,SATYAPAL GANGWAR,Pilibhit,SP,0,10th Pass,"Rs 23,06,500","Rs 6,60,000, "
2995,SATYAPAL SINGH MALIK,Baghpat,BJP,0,Graduate Professional,"Rs 76,89,000","Rs 3,14,903, "
2996,SATYAVRAT CHATURVEDI  (VINOD BHAIYA ),Khajuraho,INC,,12th Pass,"Rs 2,64,63,830","Rs 9,313, "
2997,SATYENDRA,Pilibhit,AD,,Doctorate,"Rs 7,36,500","Rs 2,35,397, "
2998,SATYENDRA PRASAD YADAV,Jahanabad,IND,,8th Pass,"Rs 3,66,000","Rs 0, "
2999,SAU. ANITA PARMESHWAR GAWAI,Buldhana,Ambedkarist Republican Party,0,10th Pass,"Rs 14,47,000","Rs 0, "
3000,Saugata Roy,Diamond Harbour,AITC,0,Graduate,"Rs 27,46,143","Rs 0, "
3001,SAUKAT ALI,Salempur,AD,0,Graduate Professional,"Rs 3,00,000","Rs 0, "
3002,SAVITRI DHUMKETI,Mandla,INC,0,12th Pass,"Rs 49,55,849","Rs 0, "
3003,SAWALIYA RAM,Maharajganj,IND,0,Not Given,"Rs 4,10,569","Rs 0, "
3004,SAYED IRFAN AHMAD,Agra,RHD,0,10th Pass,"Rs 1,10,000","Rs 0, "
3005,SAYYAD MUSHTAK AHMED,Ahmednagar,IND,0,Post Graduate,"Rs 1,80,826","Rs 0, "
3006,SEEDHERAM,Raipur,GGP,0,Not Given,"Rs 2,50,000","Rs 3,00,000, "
3007,SEELAM NARAYANA,Secunderabad,IND,0,Post Graduate,"Rs 25,48,000","Rs 36,02,500, "
3008,Sekh  Nasir Uddin,Diamond Harbour,IND,0,8th Pass,"Rs 4,85,000","Rs 0, "
3009,Sekh  Nazrul Islam,Diamond Harbour,SP,0,Post Graduate,"Rs 2,82,750","Rs 0, "
3010,SELJA,Ambala,INC,0,Post Graduate,"Rs 71,76,087","Rs 0, "
3011,SEMALKAR RONYA CHHOTELAL,Amravati,BSP,0,Not Given,"Rs 76,200","Rs 0, "
3012,Seth Lakshman Chandra,Tamluk,CPM,0,Post Graduate,"Rs 8,87,175","Rs 0, "
3013,SETHURAMAN. R D,Madras North,JP,,Graduate,"Rs 41,80,300","Rs 1,96,000, "
3014,SHAGOTI CHIKKAPPA NINGAPPA,Dharwad North,JD(S),0,Graduate,"Rs 49,67,500","Rs 1,59,535, "
3015,SHAH MOHAMMAD,Azamgarh,BJP,0,Literate,"Rs 4,20,000","Rs 0, "
3016,SHAH TARIQ ANWAR,Katihar,NCP,,Graduate,"Rs 1,00,09,307","Rs 39,782, "
3017,SHAHAJI DHONDIBA THORAT,Mumbai North East,IND,0,Literate,"Rs 1,96,000","Rs 1,50,000, "
3018,SHAHEDA BEGUM,Mangaldoi,SAP,0,10th Pass,"Rs 20,000","Rs 0, "
3019,SHAHEEN,Kairana,IND,0,Graduate,"Rs 4,19,500","Rs 0, "
3020,SHAHID AKHTAR,Balia,IND,0,Literate,"Rs 4,10,000","Rs 0, "
3021,SHAHNAWAZ,Kairana,BSP,,Post Graduate,"Rs 1,79,14,519","Rs 0, "
3022,SHAHZAD KHAN,Jammu,IND,0,Not Given,Nil,"Rs 0, "
3023,SHAIK JEELANI BASHA,Chittoor,IND,0,Not Given,Nil,"Rs 0, "
3024,SHAIKH (TAMBOLI) WAHIDA MAHEBOOBPASHA,Nanded,BSP,0,Post Graduate,"Rs 2,35,000","Rs 0, "
3025,SHAIKH AKHIL SHAIKH RAHIM,Parbhani,National Loktantrik Party,0,8th Pass,"Rs 6,10,000","Rs 0, "
3026,SHAIKH AKHIL USMAN,Beed,IND,0,5th Pass,Nil,"Rs 0, "
3027,SHAIKH FATEH MOHAMMAD,Mumbai North,IND,0,Literate,"Rs 16,97,940","Rs 0, "
3028,SHAIKH FEROJ ALI,Jalna,IND,0,Graduate,"Rs 2,23,000","Rs 6,00,000, "
3029,SHAIKH IBRAHIM HUSAIN,Pune,IND,0,Literate,"Rs 21,000","Rs 0, "
3030,SHAIKH KALIM ALLAHBAKSHA,Latur,IND,0,8th Pass,Nil,"Rs 0, "
3031,SHAIKH MOIN SHAIKH JAFAR,Parbhani,IND,0,Not Given,Nil,"Rs 0, "
3032,SHAIKH MUKIM AHEMAD ABDUL RASHID,Akola,SP,0,Graduate,Nil,"Rs 0, "
3033,SHAIKH RIYAJ FAJALODDIN,Kopargaon,IND,0,Graduate,"Rs 60,000","Rs 1,22,000, "
3034,SHAIKH SALIM KHAIRODIN,Aurangabad,IND,0,Literate,"Rs 50,000","Rs 0, "
3035,SHAIKH SAMAD ABDUL SALAM,Mumbai North Central,IND,0,8th Pass,Nil,"Rs 0, "
3036,SHAIKH USMAN HUSSAIN,Jalna,IND,0,Not Given,Nil,"Rs 0, "
3037,SHAIKH YAKUB SK. HUSSAIN ANSARI,Jalna,BMSM,0,Graduate,"Rs 10,00,000","Rs 5,57,000, "
3038,SHAILENDRA KUMAR,Chail,SP,0,12th Pass,"Rs 93,37,424","Rs 10,92,000, "
3039,SHAILENDRA PASWAN,Bagaha,AD,0,10th Pass,"Rs 10,000","Rs 0, "
3040,SHAILENDRA PRATAP SINGH,Sultanpur,SP,0,Graduate,"Rs 12,85,556","Rs 0, "
3041,SHAJAD ALAM,Patna,IND,0,Post Graduate,"Rs 54,500","Rs 0, "
3042,SHAJAHAN SHEIKH,Dhubri,IND,0,Others,"Rs 21,500","Rs 0, "
3043,SHAKEEL AHMAD ANSARI,Bareilly,IND,0,Not Given,"Rs 1,10,000","Rs 0, "
3044,SHAKOOR KHAN,Jalesar,NLP,0,5th Pass,"Rs 16,66,500","Rs 0, "
3045,SHAKTI RAJ,Gaya,BSP,0,Graduate,"Rs 94,500","Rs 0, "
3046,SHAKUNTLA PADAM SINGH,Bayana,BSP,0,Graduate,"Rs 6,24,500","Rs 0, "
3047,SHAMBHOO SINGH,Rajgarh,INC,0,Graduate,"Rs 28,88,252","Rs 7,79,967, "
3048,SHAMBHOODAYAL BAGHEL ADVOCATE,Bhind,Loktantrik Samajwadi Party,0,Post Graduate,"Rs 8,05,000","Rs 0, "
3049,SHAMBHU LAL MARAVI,Mandla,IND,0,Literate,"Rs 2,45,170","Rs 0, "
3050,SHAMIM MODI,Betul,SWJP,0,Graduate Professional,"Rs 26,188","Rs 0, "
3051,SHAMSHER,Hissar,IND,0,10th Pass,"Rs 62,82,500","Rs 1,00,000, "
3052,SHAMSHER,Sonepat,IND,0,12th Pass,"Rs 2,81,000","Rs 31,200, "
3053,SHAMSHER SINGH DULLO,Ropar,INC,0,Graduate Professional,"Rs 2,35,87,175","Rs 14,17,041, "
3054,SHAN MOHAMMAD,Mandi,IND,0,Graduate,"Rs 63,42,500","Rs 70,000, "
3055,Shankar Kumar Ganguli,Jalpaiguri,IND,0,Graduate,"Rs 4,57,337","Rs 543, "
3056,SHANKAR LAL CHOKHANI,Begusarai,LSD,0,Not Given,Nil,"Rs 0, "
3057,SHANKAR PRASAD JAISWAL,Varanasi,BJP,0,10th Pass,"Rs 50,83,617","Rs 0, "
3058,SHANKAR PRASAD YADAV,Siwan,BSP,,Graduate,"Rs 2,30,000","Rs 40,500, "
3059,SHANKARRAO BALKRISHNA KHEDKAR (MALI),Sangli,IND,0,Literate,"Rs 37,47,000","Rs 69,000, "
3060,Shankh Lal Manjhi,Akbarpur,SP,,Graduate,"Rs 4,33,894","Rs 44,889, "
3061,SHANMUGAM. N,Arakkonam,ADMK,0,12th Pass,"Rs 4,85,000","Rs 0, "
3062,SHANMUGAM. N,Arakkonam,IND,0,8th Pass,"Rs 2,68,725","Rs 0, "
3063,SHANTI DAS,Bhubaneswar,SP,0,Post Graduate,"Rs 18,30,000","Rs 0, "
3064,Shanti Murmu,Burdwan,JDP,0,Others,"Rs 8,53,200","Rs 0, "
3065,Shantiram Mahato,Purulia,INC,,12th Pass,"Rs 6,69,263","Rs 9,816, "
3066,SHANTOSH SINGH,Bhind,IND,,12th Pass,"Rs 8,90,000","Rs 25,000, "
3067,SHAQEEL ALLAM SAIFI,Sambhal,NBNP,0,12th Pass,"Rs 1,00,000","Rs 0, "
3068,SHARAD YADAV,Madhepura,JD(U),,Graduate Professional,"Rs 77,80,000","Rs 3,54,647, "
3069,SHARANJIT SINGH DHILLON,Ludhiana,SAD,,Graduate Professional,"Rs 98,42,137","Rs 11,76,489, "
3070,SHARAZ AHMAD,Jammu,IND,0,Not Given,Nil,"Rs 0, "
3071,SHARDA PRASAD,Mirzapur,SP,0,12th Pass,"Rs 6,16,905","Rs 22,000, "
3072,SHARDENDU PANDEY,Gorakhpur,INC,0,Graduate,"Rs 1,17,35,900","Rs 0, "
3073,SHARVAN KUMAR,Barmer,BSP,0,10th Pass,"Rs 3,32,000","Rs 1,05,000, "
3074,SHASHI KUMAR,Chikballapur,JD(S),0,Graduate,"Rs 11,10,000","Rs 4,92,000, "
3075,SHASHIKANT RAJBHAR,Chandauli,BJP,,12th Pass,"Rs 20,66,500","Rs 5,50,000, "
3076,SHASHILESH,Amethi,IND,0,Graduate,"Rs 3,25,800","Rs 0, "
3077,SHASHISHEKHAR PRASAD SINGH,Madhepura,IND,0,Not Given,"Rs 2,59,000","Rs 0, "
3078,SHATRUDHAN SHARMA,Patna,IND,0,Not Given,Nil,"Rs 0, "
3079,SHATRUGHAN TIWARI,Motihari,IND,0,10th Pass,"Rs 17,16,000","Rs 12,00,000, "
3080,SHATRUGHNA PRASAD SINGH,Balia,CPI,0,Graduate,"Rs 3,56,800","Rs 0, "
3081,SHAVEER,Amroha,IND,0,Not Given,"Rs 6,87,000","Rs 0, "
3082,SHEEL KUMAR Rai,Samastipur,IND,,Post Graduate,"Rs 9,17,000","Rs 1,33,000, "
3083,SHEELA GAUTAM,Aligarh,BJP,0,Not Given,"Rs 9,22,39,000","Rs 0, "
3084,SHEESH PAL ARYA,Nainital,IJP,0,12th Pass,"Rs 6,51,560","Rs 0, "
3085,SHEESH RAM SINGH RAVI,Bijnor,BJP,0,Graduate,"Rs 87,06,984","Rs 0, "
3086,SHEKH MUKIM AHAMAD ABDUL RASHID,Washim,SP,0,Graduate,"Rs 1,00,000","Rs 0, "
3087,SHEKHAR KUMAR BANJARE,Bilaspur,IND,0,Not Given,Nil,"Rs 0, "
3088,SHEKHAR PRASAD JAISWAL,Motihari,IND,0,Graduate,"Rs 10,09,000","Rs 8,50,000, "
3089,SHEKHAR VAISHNAV,Mumbai North West,IND,0,Post Graduate,"Rs 34,56,200","Rs 0, "
3090,SHEO PUJAN SINGH,Jahanabad,JP,0,10th Pass,"Rs 5,50,000","Rs 73,000, "
3091,SHER SINGH,Farrukhabad,RSBP,0,8th Pass,"Rs 10,500","Rs 0, "
3092,Shib Narayan Saha,Durgapur,BJP,0,Graduate,"Rs 8,91,000","Rs 2,06,236, "
3093,SHIBU SOREN,Dumka,JMM,,10th Pass,"Rs 37,76,022","Rs 80,13,462, "
3094,SHIEKH RASOOL ALIAS DADA BHAI,Durg,SP,0,Literate,"Rs 16,20,000","Rs 0, "
3095,SHIMLA URF SHIMLA KASHYAP,Kairana,IND,0,Illiterate,Nil,"Rs 0, "
3096,SHINDE BABASAHEB,Jalna,IND,0,Not Given,"Rs 2,82,043","Rs 96,457, "
3097,SHINDE SACHIN NANA,Pune,IND,0,Not Given,"Rs 6,33,000","Rs 35,000, "
3098,SHINGADA DAMODAR BARKU,Dahanu,INC,0,10th Pass,"Rs 86,57,109","Rs 0, "
3099,Shish Mohammad,Jangipur,AITC,0,Not Given,Nil,"Rs 0, "
3100,SHISH RAM OLA,Jhunjhunu,INC,0,10th Pass,"Rs 47,71,614","Rs 9,84,980, "
3101,SHISHPAL,Rohtak,SAP,,Post Graduate,"Rs 23,75,038","Rs 20,000, "
3102,SHITAL KAWADU MARKAM,Yavatmal,GGP,0,Graduate,"Rs 8,20,000","Rs 0, "
3103,SHIV HARI AGRAWAL,Chandni Chowk,IND,,10th Pass,"Rs 2,01,000","Rs 0, "
3104,SHIV KHERA,South Delhi,IND,0,Graduate,"Rs 6,03,52,032","Rs 3,48,25,000, "
3105,SHIV KUMAR MUSHEHAR,Sasaram,AD,0,5th Pass,"Rs 10,000","Rs 0, "
3106,SHIV KUMAR SINGH KUSHWAHA,Buxar,BSP,0,10th Pass,"Rs 15,55,443","Rs 0, "
3107,SHIV NANDAN MANDAL,Katihar,BSP,0,Graduate,"Rs 6,08,844","Rs 22,000, "
3108,SHIV NANDAN PRASAD SINGH,Monghyr,SP,0,Others,"Rs 23,21,904","Rs 1,55,832, "
3109,SHIV PAL SINGH,Unnao,INC,0,Graduate,"Rs 25,44,346","Rs 0, "
3110,SHIV PRAKASH MISHRA (SENANI),Pratapgarh,BSP,,Post Graduate,"Rs 3,32,10,521","Rs 27,30,025, "
3111,SHIV PRASAD,Sarangarh,JD(U),0,10th Pass,"Rs 12,07,000","Rs 0, "
3112,SHIV PRASAD VERMA,Hardoi,BSP,0,10th Pass,"Rs 22,24,000","Rs 0, "
3113,SHIV PRASAD VERMA,Kheri,IND,0,Post Graduate,"Rs 1,75,000","Rs 0, "
3114,SHIV PRATAP SINGH,Etawah,IND,,12th Pass,"Rs 25,000","Rs 0, "
3115,SHIV SHANKAR PRASAD,Nalanda,SHS,0,Illiterate,"Rs 1,50,000","Rs 0, "
3116,SHIV SHANKAR THAKUR,Saharsa,SP,0,Post Graduate,"Rs 27,32,736","Rs 80,000, "
3117,SHIVAJI GYANBARAO MANE,Hingoli,SHS,,Post Graduate,"Rs 35,66,000","Rs 0, "
3118,SHIVANAND TIWARY,Buxar,RJD,0,10th Pass,"Rs 7,17,425","Rs 3,03,728, "
3119,SHIVANKAR MAHADEORAO SUKAJI,Chimur,BJP,0,Post Graduate,"Rs 44,12,847","Rs 1,97,913, "
3120,SHIVCHANDAR SINGH,Vaishali,IND,0,Others,"Rs 1,30,000","Rs 0, "
3121,SHIVCHARAN RAM,Vaishali,IND,0,10th Pass,"Rs 1,35,000","Rs 17,000, "
3122,SHIVLAL RAJAK,Nawada,IND,0,10th Pass,"Rs 1,63,000","Rs 0, "
3123,SHIVMURAT,Ghazipur,IND,0,Post Graduate,"Rs 3,45,600","Rs 0, "
3124,SHIVMURAT RAM,Chandauli,GGP,0,Post Graduate,"Rs 8,04,646","Rs 0, "
3125,SHIVNATH PRASAD GUPTA,Muzaffarpur,IND,0,Graduate,"Rs 13,37,754","Rs 6,98,401, "
3126,SHIVPUJAN ARYA,Khalilabad,IND,0,12th Pass,"Rs 1,25,500","Rs 0, "
3127,SHIVRAJ SINGH,Vidisha,BJP,,Post Graduate,"Rs 58,14,600","Rs 2,87,640, "
3128,SHIVRAJ SINGH YADAV,Jalesar,INC,0,Post Graduate,"Rs 40,72,678","Rs 0, "
3129,SHIVRAM,Bastar,CPI(ML)(L),0,8th Pass,"Rs 2,62,000","Rs 25,000, "
3130,SHKUNTALA ATE,Bastar,SP,0,5th Pass,"Rs 50,800","Rs 0, "
3131,SHOBHA LAL PRAJAPTI,Janjgir,LJNSP,,Graduate,"Rs 92,000","Rs 0, "
3132,SHOBHNA YADAV,Rajgarh,BSP,0,Post Graduate,"Rs 1,29,59,771","Rs 0, "
3133,SHORAJ SINGH,Kairana,IND,0,Graduate,"Rs 1,45,000","Rs 0, "
3134,SHRI KANT,Gonda,IND,0,Graduate Professional,"Rs 72,000","Rs 4,00,000, "
3135,SHRI KRISHNA PATHAK,Shahjahanpur,IND,,Post Graduate,"Rs 15,95,503","Rs 0, "
3136,SHRI MATAJI,Durg,BSP,0,12th Pass,"Rs 4,25,000","Rs 0, "
3137,SHRI NIWAS SINGH,Bikramganj,IND,0,Graduate,"Rs 5,60,000","Rs 0, "
3138,SHRI RAM,Amethi,IND,0,5th Pass,"Rs 1,73,384","Rs 0, "
3139,SHRI. AKHEI ACHUMI,Nagaland,JD(S),0,Graduate,"Rs 2,00,000","Rs 0, "
3140,SHRICHAND KRIPLANI,Chittorgarh,BJP,0,Not Given,"Rs 24,48,887","Rs 0, "
3141,SHRIDHAR PATEL,Mahasamund,AD,0,Post Graduate,"Rs 10,02,000","Rs 0, "
3142,SHRINIVAS,Bulandshahr,ABHM,0,Post Graduate,"Rs 4,81,422","Rs 0, "
3143,SHRIPAD YESSO NAIK,Panaji,BJP,0,Graduate,"Rs 45,37,329","Rs 5,98,785, "
3144,SHRIPAL SINGH DARBAR,Dhar,BSP,,Literate,"Rs 21,75,400","Rs 2,44,280, "
3145,SHRIPRAKASH JAISWAL,Kanpur,INC,0,10th Pass,"Rs 1,91,27,260","Rs 0, "
3146,SHUKEEL KUMAR GUPTA,Jammu,IND,0,12th Pass,"Rs 2,84,500","Rs 0, "
3147,SHUSHILA DEVI,Buxar,CPI(ML)(L),0,Others,"Rs 25,68,000","Rs 0, "
3148,SHYAM BAPULAL MALVIYA,Shajapur,INC,0,Post Graduate,"Rs 16,05,605","Rs 3,59,000, "
3149,SHYAM BIHARI MISHRA,Bilhaur,BJP,,Not Given,"Rs 1,23,62,240","Rs 26,78,935, "
3150,SHYAM KALYAN PASWAN,Muzaffarpur,IND,0,Post Graduate,"Rs 5,39,600","Rs 0, "
3151,SHYAM LAL,Amethi,IND,0,Not Given,"Rs 30,000","Rs 0, "
3152,SHYAM NARAYAN ROY,Samastipur,IND,0,Graduate,"Rs 56,000","Rs 0, "
3153,SHYAM PANDAY URF MAULA BABA,Allahabad,IND,0,Not Given,"Rs 3,78,000","Rs 0, "
3154,SHYAM SAWANT,Kolaba,SHS,0,10th Pass,"Rs 7,12,874","Rs 3,32,406, "
3155,SHYAM TIPANNA KURHADE,Mumbai North,IND,0,Literate,"Rs 1,14,000","Rs 0, "
3156,SHYAMA CHARAN GUPT,Banda,SP,0,Graduate Professional,"Rs 11,24,56,867","Rs 0, "
3157,SHYAMACHARAN SHUKLA,Raipur,INC,0,Graduate Professional,"Rs 2,75,40,381","Rs 2,77,483, "
3158,Shyamsundar Das,Katwa,IND,0,12th Pass,"Rs 12,000","Rs 0, "
3159,SIDDESH GOWDA,Hassan,KNDP,0,Post Graduate,"Rs 33,50,000","Rs 2,000, "
3160,SIDDHARTH GAJBHIYE ( ADHIVAKTA ),Balaghat,RPI,0,Post Graduate,"Rs 2,18,333","Rs 0, "
3161,SIDDHARTH RAI,Ghosi,RJD,0,8th Pass,"Rs 71,86,000","Rs 1,00,000, "
3162,SIDNAL SHASHIKANT SHANMUKHAPPA,Belgaum,KNDP,,12th Pass,"Rs 9,40,39,974","Rs 39,32,477, "
3163,SIMRANJIT SINGH MANN,Sangrur,SAD(A)(Simranjit Singh Mann),,Graduate,"Rs 3,34,14,322","Rs 0, "
3164,SIPAHI PRASAD,Bikramganj,IND,0,Graduate,"Rs 1,35,000","Rs 0, "
3165,SITARAM RAI,Sitamarhi,IND,0,10th Pass,"Rs 70,000","Rs 32,000, "
3166,SITARAM SINGH,Sheohar,RJD,0,Graduate,"Rs 46,24,000","Rs 0, "
3167,SITARAM SINGH,Sheohar,IND,,Graduate,"Rs 1,82,500","Rs 0, "
3168,SITARAM YADAV,Sitamarhi,RJD,,Graduate Professional,"Rs 48,05,008","Rs 4,04,410, "
3169,SITYENDER,Sonepat,IND,0,10th Pass,"Rs 57,000","Rs 0, "
3170,SIVANATHA REDDY CHADIPIRALLA,Cuddapah,NTRTDP(LP),,10th Pass,"Rs 17,10,000","Rs 86,755, "
3171,SIYARAM DHARITLAHRE,Mahasamund,ABHM,0,Literate,"Rs 2,65,000","Rs 0, "
3172,SMRITI Z. IRAANI,Chandni Chowk,BJP,0,Graduate,"Rs 26,98,783","Rs 0, "
3173,SMT DESAI REDDY PRABHAVATHI,Hindupur,IND,0,Not Given,"Rs 5,70,000","Rs 0, "
3174,SMT. GUNDALA VIJAYA LAKSHMI,Mahabubnagar,PPOI,0,12th Pass,"Rs 50,000","Rs 0, "
3175,SMT. KRISHANA SINGH,Bulandshahr,IND,0,5th Pass,"Rs 45,742","Rs 0, "
3176,SMT. PUSHPA NAGDEV,Rajnandgaon,RPI(KH),0,Graduate,"Rs 3,65,000","Rs 0, "
3177,SMT.G.SHOBHA RANI,Hyderabad,BSP,0,Others,"Rs 3,900","Rs 2,50,000, "
3178,SMT.KPRK PHANEESWARAMMA,Bhadrachalam,TDP,0,Others,"Rs 29,41,913","Rs 42,000, "
3179,SMT.VARSHA DHAWAN,Hyderabad,PPOI,0,12th Pass,Nil,"Rs 0, "
3180,Snehanshu Maity,Uluberia,IND,0,Not Given,"Rs 12,463","Rs 0, "
3181,SOFI MAHAMMAD JUNEDBABA,Ramtek,IND,0,Literate,"Rs 1,700","Rs 0, "
3182,SOFI MOHD. YOUSUF,Anantnag,BJP,0,10th Pass,"Rs 2,70,000","Rs 0, "
3183,SOHAN POTAI,Kanker,BJP,0,Post Graduate,"Rs 21,13,856","Rs 71,932, "
3184,SOHAN RAM,Bagaha,JP,0,8th Pass,"Rs 3,69,000","Rs 0, "
3185,SOLANKE PRAKASH BHAGWANRAO,Beed,IND,0,Literate,"Rs 16,30,000","Rs 1,20,000, "
3186,SOLANKE PRAKASH SUNDARRAO,Beed,BJP,,Graduate,"Rs 2,30,58,001","Rs 1,00,58,171, "
3187,SOLANKI BHARATSINH MADHAVSINH,Anand,INC,0,Graduate Professional,"Rs 9,96,308","Rs 0, "
3188,SOLANKI BHUPENDRASINH PRABHATSINH,Godhra,BJP,0,Graduate Professional,"Rs 27,24,746","Rs 0, "
3189,SOM MARANDI,Rajmahal,BJP,,Graduate,"Rs 7,48,228","Rs 0, "
3190,SOM NATH,Simla,BSP,0,10th Pass,"Rs 65,20,000","Rs 47,000, "
3191,SOMAN PAMPAYIKODE,Adoor,RLD,0,Others,"Rs 20,000","Rs 0, "
3192,SOMASHEKARA K,Bellary,IND,0,Not Given,Nil,"Rs 0, "
3193,SOMESWARA RAO MADALA,Vijayawada,IND,0,Post Graduate,"Rs 10,000","Rs 0, "
3194,SOMRAJ SHESHRAOJI TELKHEDE (PATIL),Wardha,BSP,0,Graduate,"Rs 21,53,000","Rs 25,000, "
3195,SONAM PALZOR,Ladakh,BJP,0,Graduate,"Rs 50,91,759","Rs 0, "
3196,SONE LAL HEMBROM,Dumka,BJP,0,Post Graduate,"Rs 23,88,232","Rs 1,02,000, "
3197,SONE LAL SAH,Sitamarhi,IND,0,5th Pass,"Rs 7,38,000","Rs 0, "
3198,SONHU,Ghazipur,IND,0,Not Given,Nil,"Rs 0, "
3199,SONIA GANDHI,Rae Bareli,INC,0,Others,"Rs 85,68,694","Rs 0, "
3200,SONTOSH MOHAN DEV,Silchar,INC,0,Graduate,"Rs 1,23,56,601","Rs 1,70,759, "
3201,SONWANE RAJESH NAMDEV,Parbhani,IND,0,Not Given,"Rs 1,10,000","Rs 0, "
3202,SOUMYA RANJAN PATNAIK,Bhubaneswar,INC,,Post Graduate,"Rs 1,87,27,662","Rs 14,52,965, "
3203,SOVRAN RAJAK,Katihar,IND,0,Not Given,"Rs 3,05,280","Rs 2,000, "
3204,SOW. ARCHANA MILIND KHILLARE,Jalna,BSP,0,Post Graduate,Nil,"Rs 0, "
3205,Sraban Mondal,Vishnupur,IND,0,Graduate,Nil,"Rs 0, "
3206,SREE NARAYAN GOSWAMI,Begusarai,IJP,0,Literate,"Rs 17,10,000","Rs 900, "
3207,SREENIVASA DAS,Chirayinkil,IND,0,10th Pass,"Rs 1,62,683","Rs 17,50,000, "
3208,SREENIVASAPPA B N,Kolar,IND,0,Post Graduate,"Rs 2,71,000","Rs 2,000, "
3209,SREENIVASULU REDDY MAGUNTA,Ongole,INC,,Graduate,"Rs 14,17,68,943","Rs 0, "
3210,SREENIVASULU. V,Madras North,SP,0,Graduate,"Rs 3,72,500","Rs 0, "
3211,SREERAMAN KOYYON,Cannanore,IND,,Not Given,"Rs 1,76,252","Rs 1,18,000, "
3212,SRI RAM,Balrampur,IND,0,10th Pass,"Rs 6,29,657","Rs 0, "
3213,Sriballav Panigrahi,Deogarh,INC,0,Post Graduate,"Rs 19,43,431","Rs 85,077, "
3214,SRIKANT KUMAR JENA,Kendrapara,INC,0,Graduate,"Rs 48,80,104","Rs 13,39,814, "
3215,SRIKANTADATTA NARASIMHARAJA WADIYAR,Mysore,INC,0,Post Graduate,"Rs 15,22,45,53,998","Rs 0, "
3216,SRINIVASA  RAO S V,Bangalore South,IND,,Post Graduate,"Rs 1,13,05,000","Rs 55,13,986, "
3217,Sriprakash Mani,Deoria,BJP,0,Post Graduate,"Rs 75,48,031","Rs 0, "
3218,Sriram Chaudhary,Ballia,CPI(ML)(L),0,Graduate Professional,Nil,"Rs 0, "
3219,SRIRAM CHAUHAN,Basti,BJP,0,Post Graduate,"Rs 22,09,500","Rs 1,00,000, "
3220,SUBASH SHARMA,Jammu,IND,0,12th Pass,"Rs 67,40,000","Rs 0, "
3221,SUBBULAKSHMI JAGADEESAN,Tiruchengode,DMK,0,Graduate Professional,"Rs 87,34,674","Rs 0, "
3222,SUBE SINGH,Sonepat,JCP,0,Post Graduate,"Rs 55,06,672","Rs 0, "
